csv_id,year_start,year_end,loc_abbrev,loc_desc,source,class,topic,question,response,data_value_unit,data_value_type_id,data_value_type,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,sample_size,strat_cat_1,strat1,strat_cat_2,strat2,strat_cat_3,strat3,geolocation,class_id,topic_id,question_id,response_id,location_id,strat_cat_id_1,strat_id_1,strat_cat_id_2,strat_id_2,strat_cat_id_3,strat_id_3,report,id
,2017,2017,AK,Alaska,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Gender,Female,,,POINT (-147.722059 64.84507996),C04,TAC03,Q21,,02,AGE,65PLUS,GENDER,FEMALE,,,,202
,2017,2017,AK,Alaska,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C01,TOC10,Q46,,02,AGE,5064,RACE,HIS,,,,203
,2018,2018,AZ,Arizona,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C03,TSC03,Q20,,04,AGE,5064,RACE,ASN,,,,204
,2018,2018,AL,Alabama,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,19.7,19.7,,,17.7,21.8,,Age Group,65 years or older,,,,,POINT (-86.63186076 32.84057112),C05,TMC03,Q27,,01,AGE,65PLUS,OVERALL,OVERALL,,,,205
,2018,2018,AL,Alabama,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,70.3,70.3,,,66.5,73.9,,Age Group,65 years or older,Gender,Male,,,POINT (-86.63186076 32.84057112),C03,TSC09,Q09,,01,AGE,65PLUS,GENDER,MALE,,,,206
,2015,2020,AZ,Arizona,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,11.3,11.3,,,6.9,18,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C06,TCC01,Q30,,04,AGE,AGE_OVERALL,RACE,NAA,,,,207
,2017,2017,AZ,Arizona,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,37.6,37.6,,,30.7,45.1,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C01,TOC10,Q46,,04,AGE,AGE_OVERALL,RACE,BLK,,,,208
,2019,2019,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C02,TNC01,Q01,,04,AGE,5064,RACE,ASN,,,,209
,2019,2019,AZ,Arizona,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,76.2,76.2,,,74.3,78.1,,Age Group,Overall,,,,,POINT (-111.7638113 34.86597028),C01,TOC08,Q33,,04,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,210
,2016,2016,AZ,Arizona,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,39.3,39.3,,,33.9,45,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C01,TOC07,Q32,,04,AGE,AGE_OVERALL,RACE,HIS,,,,211
,2015,2015,AL,Alabama,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-86.63186076 32.84057112),C06,TCC01,Q30,,01,AGE,AGE_OVERALL,RACE,HIS,,,,212
,2016,2016,AZ,Arizona,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,74.0,74.0,,,71.6,76.3,,Age Group,65 years or older,Gender,Female,,,POINT (-111.7638113 34.86597028),C03,TSC09,Q09,,04,AGE,65PLUS,GENDER,FEMALE,,,,213
,2017,2017,AL,Alabama,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,49.6,49.6,,,44.5,54.7,,Age Group,50-64 years,Gender,Female,,,POINT (-86.63186076 32.84057112),C01,TOC12,Q44,,01,AGE,5064,GENDER,FEMALE,,,,214
,2019,2019,AL,Alabama,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C01,TOC11,Q43,,01,AGE,65PLUS,RACE,ASN,,,,215
,2020,2020,AZ,Arizona,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C06,TCC01,Q30,,04,AGE,65PLUS,RACE,BLK,,,,216
,2019,2019,AL,Alabama,BRFSS,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,%,PRCTG,Percentage,93.1,93.1,,,89.5,95.6,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C01,TOC04,Q04,,01,AGE,5064,RACE,BLK,,,,217
,2016,2016,AZ,Arizona,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,75.2,75.2,,,71.2,78.8,,Age Group,50-64 years,Gender,Male,,,POINT (-111.7638113 34.86597028),C01,TOC08,Q33,,04,AGE,5064,GENDER,MALE,,,,218
,2017,2017,AK,Alaska,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,4.5,4.5,,,3.1,6,,Age Group,65 years or older,Gender,Male,,,POINT (-147.722059 64.84507996),C01,TOC01,Q08,,02,AGE,65PLUS,GENDER,MALE,,,,219
,2017,2017,AK,Alaska,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,71.8,71.8,,,60.1,81.1,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C01,TOC08,Q33,,02,AGE,5064,RACE,NAA,,,,220
,2020,2020,AK,Alaska,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,76.4,76.4,,,69.4,82.3,,Age Group,65 years or older,Gender,Female,,,POINT (-147.722059 64.84507996),C01,TOC08,Q33,,02,AGE,65PLUS,GENDER,FEMALE,,,,221
,2019,2019,AL,Alabama,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,6.4,6.4,,,6,6.9,,Age Group,Overall,,,,,POINT (-86.63186076 32.84057112),C01,TOC01,Q08,,01,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,222
,2017,2017,AL,Alabama,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C01,TOC10,Q46,,01,AGE,65PLUS,RACE,ASN,,,,223
,2016,2016,AZ,Arizona,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C04,TAC03,Q21,,04,AGE,5064,RACE,ASN,,,,224
,2020,2020,AK,Alaska,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,23.6,23.6,,,17.9,30.5,,Age Group,Overall,Gender,Male,,,POINT (-147.722059 64.84507996),C01,TOC13,Q45,,02,AGE,AGE_OVERALL,GENDER,MALE,,,,225
,2019,2019,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C02,TNC03,Q16,,04,AGE,65PLUS,RACE,ASN,,,,226
,2018,2018,AZ,Arizona,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C01,TOC07,Q32,,04,AGE,5064,RACE,ASN,,,,227
,2018,2018,AL,Alabama,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,56.9,56.9,,,50.6,63,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C01,TOC08,Q33,,01,AGE,65PLUS,RACE,BLK,,,,228
,2020,2020,AK,Alaska,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C01,TOC10,Q46,,02,AGE,AGE_OVERALL,RACE,ASN,,,,229
,2020,2020,AL,Alabama,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,58.9,58.9,,,51.9,65.7,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C03,TSC08,Q18,,01,AGE,65PLUS,RACE,BLK,,,,230
,2015,2020,AL,Alabama,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-86.63186076 32.84057112),C06,TCC03,Q41,,01,AGE,AGE_OVERALL,RACE,HIS,,,,231
,2020,2020,AK,Alaska,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,44.3,44.3,,,35.8,53,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C03,TSC08,Q18,,02,AGE,AGE_OVERALL,RACE,NAA,,,,232
,2019,2019,AL,Alabama,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,18.3,18.3,,,15.3,21.8,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C04,TAC01,Q17,,01,AGE,AGE_OVERALL,RACE,BLK,,,,233
,2020,2020,AL,Alabama,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,40.9,40.9,,,37.3,44.5,,Age Group,Overall,Gender,Male,,,POINT (-86.63186076 32.84057112),C02,TNC04,Q13,,01,AGE,AGE_OVERALL,GENDER,MALE,,,,234
,2020,2020,AZ,Arizona,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,15.6,15.6,,,12.7,19,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C05,TMC03,Q27,,04,AGE,AGE_OVERALL,RACE,HIS,,,,235
,2018,2018,AK,Alaska,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C04,TAC03,Q21,,02,AGE,5064,RACE,ASN,,,,236
,2016,2016,AK,Alaska,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,58.1,58.1,,,50,65.8,,Age Group,Overall,Gender,Male,,,POINT (-147.722059 64.84507996),C03,TSC09,Q09,,02,AGE,AGE_OVERALL,GENDER,MALE,,,,237
,2017,2017,AK,Alaska,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,70.5,70.5,,,60.9,78.5,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C01,TOC08,Q33,,02,AGE,AGE_OVERALL,RACE,NAA,,,,238
,2018,2018,AZ,Arizona,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,%,PRCTG,Percentage,38.7,38.7,,,35.8,41.6,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-111.7638113 34.86597028),C03,TSC11,Q11,,04,AGE,65PLUS,RACE,WHT,,,,239
,2019,2019,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,48.9,48.9,,,32.5,65.6,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C02,TNC04,Q13,,04,AGE,5064,RACE,BLK,,,,240
,2017,2017,AL,Alabama,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,41.3,41.3,,,35.7,47.2,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C01,TOC07,Q32,,01,AGE,65PLUS,RACE,BLK,,,,241
,2020,2020,AZ,Arizona,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,92.2,92.2,,,79.6,97.3,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C01,TOC08,Q33,,04,AGE,AGE_OVERALL,RACE,ASN,,,,242
,2018,2018,AL,Alabama,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,10.8,10.8,,,7.5,15.4,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C04,TAC03,Q21,,01,AGE,5064,RACE,BLK,,,,243
,2019,2019,AZ,Arizona,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,76.3,76.3,,,60.4,87.2,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C01,TOC08,Q33,,04,AGE,65PLUS,RACE,BLK,,,,244
,2017,2017,AZ,Arizona,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,51.6,51.6,,,40.5,62.6,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C01,TOC11,Q43,,04,AGE,65PLUS,RACE,BLK,,,,245
,2016,2016,AL,Alabama,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,70.2,70.2,,,68.4,72,,Age Group,Overall,,,,,POINT (-86.63186076 32.84057112),C03,TSC02,Q15,,01,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,246
